Local Timestamp,Sensor,Stress,Raw Time
2025-07-07 14:22:39,4,42,1751923359038
2025-07-07 14:22:40,1,17,1751923360158
2025-07-07 14:22:40,2,99,1751923360158
2025-07-07 14:22:40,3,32,1751923360158
2025-07-07 14:22:40,4,54,1751923360158
2025-07-07 14:22:41,1,25,1751923361242
2025-07-07 14:22:41,2,89,1751923361242
2025-07-07 14:22:41,3,4,1751923361242
2025-07-07 14:22:41,4,4,1751923361242
2025-07-07 14:22:42,1,87,1751923362331
2025-07-07 14:22:42,2,50,1751923362331
2025-07-07 14:22:42,3,18,1751923362331
2025-07-07 14:22:42,4,30,1751923362331
2025-07-07 14:22:43,1,91,1751923363411
2025-07-07 14:22:43,2,75,1751923363411
2025-07-07 14:22:43,3,90,1751923363411
2025-07-07 14:22:43,4,95,1751923363411
2025-07-07 14:22:44,1,62,1751923364617
2025-07-07 14:22:44,2,82,1751923364617
2025-07-07 14:22:44,3,23,1751923364617
2025-07-07 14:22:44,4,66,1751923364617
2025-07-07 14:22:45,1,93,1751923365704
2025-07-07 14:22:45,2,73,1751923365704
2025-07-07 14:22:45,3,85,1751923365704
2025-07-07 14:22:45,4,27,1751923365704
2025-07-07 14:22:46,1,31,1751923366783
2025-07-07 14:22:46,2,55,1751923366783
2025-07-07 14:22:46,3,40,1751923366783
2025-07-07 14:22:46,4,24,1751923366783
2025-07-07 14:22:47,1,100,1751923367940
2025-07-07 14:22:47,2,96,1751923367940
2025-07-07 14:22:47,3,40,1751923367940
2025-07-07 14:22:48,4,4,1751923367940
2025-07-07 14:22:49,1,41,1751923369013
2025-07-07 14:22:49,2,86,1751923369013
2025-07-07 14:22:49,3,20,1751923369013
2025-07-07 14:22:49,4,36,1751923369013
2025-07-07 14:22:50,1,68,1751923370096
2025-07-07 14:22:50,2,28,1751923370096
2025-07-07 14:22:50,3,14,1751923370096
2025-07-07 14:22:50,4,91,1751923370096
2025-07-07 14:22:51,1,40,1751923371323
2025-07-07 14:22:51,2,85,1751923371323
2025-07-07 14:22:51,3,83,1751923371323
2025-07-07 14:22:51,4,46,1751923371323
2025-07-07 14:22:52,1,97,1751923372435
2025-07-07 14:22:52,2,97,1751923372435
2025-07-07 14:22:52,3,34,1751923372435
2025-07-07 14:22:52,4,81,1751923372435
2025-07-07 14:22:53,1,52,1751923373537
2025-07-07 14:22:53,2,72,1751923373537
2025-07-07 14:22:53,3,11,1751923373537
2025-07-07 14:22:53,4,0,1751923373537
2025-07-07 14:22:54,1,81,1751923374623
2025-07-07 14:22:54,2,51,1751923374623
2025-07-07 14:22:54,3,59,1751923374623
2025-07-07 14:22:54,4,34,1751923374623
2025-07-07 14:22:55,1,67,1751923375746
2025-07-07 14:22:55,2,83,1751923375746
2025-07-07 14:22:55,3,0,1751923375746
2025-07-07 14:22:55,4,81,1751923375746
2025-07-07 14:22:56,1,9,1751923376855
2025-07-07 14:22:56,2,92,1751923376855
2025-07-07 14:22:56,3,22,1751923376855
2025-07-07 14:22:56,4,69,1751923376855
2025-07-07 14:22:57,1,80,1751923377944
2025-07-07 14:22:57,2,63,1751923377944
2025-07-07 14:22:58,3,9,1751923377944
2025-07-07 14:22:58,4,12,1751923377944
2025-07-07 14:22:59,1,88,1751923379052
2025-07-07 14:22:59,2,22,1751923379052
2025-07-07 14:22:59,3,71,1751923379052
2025-07-07 14:22:59,4,46,1751923379052
2025-07-07 14:23:00,1,75,1751923380127
2025-07-07 14:23:00,2,1,1751923380127
2025-07-07 14:23:00,3,17,1751923380127
2025-07-07 14:23:00,4,25,1751923380127
2025-07-07 14:23:01,1,50,1751923381364
2025-07-07 14:23:01,2,57,1751923381364
2025-07-07 14:23:01,3,18,1751923381364
2025-07-07 14:23:01,4,44,1751923381364
2025-07-07 14:23:02,1,48,1751923382551
2025-07-07 14:23:02,2,59,1751923382551
2025-07-07 14:23:02,3,16,1751923382551
2025-07-07 14:23:02,4,2,1751923382551
2025-07-07 14:23:03,1,89,1751923383650
2025-07-07 14:23:03,2,99,1751923383650
2025-07-07 14:23:03,3,81,1751923383650
2025-07-07 14:23:03,4,55,1751923383650
2025-07-07 14:23:04,1,96,1751923384748
2025-07-07 14:23:04,2,46,1751923384748
2025-07-07 14:23:04,3,37,1751923384748
2025-07-07 14:23:04,4,50,1751923384748
2025-07-07 14:23:05,1,19,1751923385821
2025-07-07 14:23:06,2,24,1751923385821
2025-07-07 14:23:06,3,89,1751923385821
2025-07-07 14:23:06,4,39,1751923385821
2025-07-07 14:23:06,1,21,1751923386868
2025-07-07 14:23:06,2,54,1751923386868
2025-07-07 14:23:06,3,53,1751923386868
2025-07-07 14:23:06,4,81,1751923386868
2025-07-07 14:23:07,1,17,1751923387934
2025-07-07 14:23:07,2,76,1751923387934
2025-07-07 14:23:08,3,88,1751923387934
2025-07-07 14:23:08,4,68,1751923387934
2025-07-07 14:23:09,1,22,1751923389059
2025-07-07 14:23:09,2,99,1751923389059
2025-07-07 14:23:09,3,51,1751923389059
2025-07-07 14:23:09,4,71,1751923389059
2025-07-07 14:23:10,1,51,1751923390147
2025-07-07 14:23:10,2,91,1751923390147
2025-07-07 14:23:10,3,5,1751923390147
2025-07-07 14:23:10,4,32,1751923390147
2025-07-07 14:23:11,1,10,1751923391268
2025-07-07 14:23:11,2,98,1751923391268
2025-07-07 14:23:11,3,96,1751923391268
2025-07-07 14:23:11,4,39,1751923391268
2025-07-07 14:23:12,1,59,1751923392384
2025-07-07 14:23:12,2,41,1751923392384
2025-07-07 14:23:12,3,44,1751923392384
2025-07-07 14:23:12,4,70,1751923392384
2025-07-07 14:23:13,1,14,1751923393536
2025-07-07 14:23:13,2,82,1751923393536
2025-07-07 14:23:13,3,41,1751923393536
2025-07-07 14:23:13,4,67,1751923393536
2025-07-07 14:23:14,1,64,1751923394636
2025-07-07 14:23:14,2,52,1751923394636
2025-07-07 14:23:14,3,15,1751923394636
2025-07-07 14:23:14,4,49,1751923394636
2025-07-07 14:23:15,1,98,1751923395718
2025-07-07 14:23:15,2,78,1751923395718
2025-07-07 14:23:15,3,8,1751923395718
2025-07-07 14:23:15,4,12,1751923395718
2025-07-07 14:23:16,1,14,1751923396822
2025-07-07 14:23:16,2,0,1751923396822
2025-07-07 14:23:16,3,19,1751923396822
2025-07-07 14:23:16,4,32,1751923396822
2025-07-07 14:23:17,1,48,1751923397917
2025-07-07 14:23:17,2,7,1751923397917
2025-07-07 14:23:17,3,20,1751923397917
2025-07-07 14:23:17,4,34,1751923397917
2025-07-07 14:23:19,1,61,1751923399015
2025-07-07 14:23:19,2,37,1751923399015
2025-07-07 14:23:19,3,49,1751923399015
2025-07-07 14:23:19,4,95,1751923399015
2025-07-07 14:23:20,1,28,1751923400156
2025-07-07 14:23:20,2,100,1751923400156
2025-07-07 14:23:20,3,59,1751923400156
2025-07-07 14:23:20,4,89,1751923400156
2025-07-07 14:23:21,1,75,1751923401248
2025-07-07 14:23:21,2,85,1751923401248
2025-07-07 14:23:21,3,0,1751923401248
2025-07-07 14:23:21,4,48,1751923401248
2025-07-07 14:23:22,1,68,1751923402328
2025-07-07 14:23:22,2,12,1751923402328
2025-07-07 14:23:22,3,88,1751923402328
2025-07-07 14:23:22,4,63,1751923402328
2025-07-07 14:23:23,1,38,1751923403414
2025-07-07 14:23:23,2,7,1751923403414
2025-07-07 14:23:23,3,99,1751923403414
2025-07-07 14:23:23,4,94,1751923403414
2025-07-07 14:23:24,1,1,1751923404492
2025-07-07 14:23:24,2,52,1751923404492
2025-07-07 14:23:24,3,20,1751923404492
2025-07-07 14:23:24,4,69,1751923404492
2025-07-07 14:23:25,1,41,1751923405654
2025-07-07 14:23:25,2,18,1751923405654
2025-07-07 14:23:25,3,31,1751923405654
2025-07-07 14:23:25,4,3,1751923405654
2025-07-07 14:23:26,1,16,1751923406733
2025-07-07 14:23:26,2,30,1751923406733
2025-07-07 14:23:26,3,17,1751923406733
2025-07-07 14:23:26,4,25,1751923406733
2025-07-07 14:23:27,1,30,1751923407803
2025-07-07 14:23:27,2,97,1751923407803
2025-07-07 14:23:27,3,22,1751923407803
2025-07-07 14:23:27,4,45,1751923407803
2025-07-07 14:23:28,1,81,1751923408896
2025-07-07 14:23:28,2,46,1751923408896
2025-07-07 14:23:28,3,71,1751923408896
2025-07-07 14:23:28,4,50,1751923408896
2025-07-07 14:23:29,1,38,1751923409978
2025-07-07 14:23:30,2,57,1751923409978
2025-07-07 14:23:30,3,40,1751923409978
2025-07-07 14:23:30,4,91,1751923409978
2025-07-07 14:23:31,1,2,1751923411064
2025-07-07 14:23:31,2,81,1751923411064
2025-07-07 14:23:31,3,2,1751923411064
2025-07-07 14:23:31,4,2,1751923411064
2025-07-07 14:23:32,1,26,1751923412156
2025-07-07 14:23:32,2,100,1751923412156
2025-07-07 14:23:32,3,45,1751923412156
2025-07-07 14:23:32,4,22,1751923412156
2025-07-07 14:23:33,1,46,1751923413247
2025-07-07 14:23:33,2,97,1751923413247
2025-07-07 14:23:33,3,5,1751923413247
2025-07-07 14:23:33,4,30,1751923413247
2025-07-07 14:23:34,1,29,1751923414328
2025-07-07 14:23:34,2,67,1751923414328
2025-07-07 14:23:34,3,51,1751923414328
2025-07-07 14:23:34,4,67,1751923414328
2025-07-07 14:23:35,1,46,1751923415433
2025-07-07 14:23:35,2,15,1751923415433
2025-07-07 14:23:35,3,15,1751923415433
2025-07-07 14:23:35,4,14,1751923415433
2025-07-07 14:23:36,1,54,1751923416542
2025-07-07 14:23:36,2,3,1751923416542
2025-07-07 14:23:36,3,29,1751923416542
2025-07-07 14:23:36,4,96,1751923416542
2025-07-07 14:23:37,1,8,1751923417619
2025-07-07 14:23:37,2,49,1751923417619
2025-07-07 14:23:37,3,79,1751923417619
2025-07-07 14:23:37,4,15,1751923417619
2025-07-07 14:23:38,1,41,1751923418716
2025-07-07 14:23:38,2,92,1751923418716
2025-07-07 14:23:38,3,89,1751923418716
2025-07-07 14:23:38,4,91,1751923418716
2025-07-07 14:23:39,1,58,1751923419824
2025-07-07 14:23:39,2,80,1751923419824
2025-07-07 14:23:39,3,78,1751923419824
2025-07-07 14:23:39,4,33,1751923419824
2025-07-07 14:23:40,1,89,1751923420892
2025-07-07 14:23:40,2,78,1751923420892
2025-07-07 14:23:40,3,71,1751923420892
2025-07-07 14:23:40,4,27,1751923420892
2025-07-07 14:23:41,1,15,1751923421983
2025-07-07 14:23:42,2,37,1751923421983
2025-07-07 14:23:42,3,27,1751923421983
2025-07-07 14:23:42,4,4,1751923421983
2025-07-07 14:23:43,1,14,1751923423078
2025-07-07 14:23:43,2,10,1751923423078
2025-07-07 14:23:43,3,64,1751923423078
2025-07-07 14:23:43,4,54,1751923423078
2025-07-07 14:23:44,1,44,1751923424168
2025-07-07 14:23:44,2,58,1751923424168
2025-07-07 14:23:44,3,25,1751923424168
2025-07-07 14:23:44,4,21,1751923424168
2025-07-07 14:23:45,1,100,1751923425248
2025-07-07 14:23:45,2,1,1751923425248
2025-07-07 14:23:45,3,6,1751923425248
2025-07-07 14:23:45,4,47,1751923425248
2025-07-07 14:23:46,1,79,1751923426381
2025-07-07 14:23:46,2,64,1751923426381
2025-07-07 14:23:46,3,29,1751923426381
2025-07-07 14:23:46,4,37,1751923426381
2025-07-07 14:23:47,1,21,1751923427474
2025-07-07 14:23:47,2,85,1751923427474
2025-07-07 14:23:47,3,92,1751923427474
2025-07-07 14:23:47,4,46,1751923427474
2025-07-07 14:23:48,1,6,1751923428566
2025-07-07 14:23:48,2,2,1751923428566
2025-07-07 14:23:48,3,2,1751923428566
2025-07-07 14:23:48,4,44,1751923428566
2025-07-07 14:23:49,1,31,1751923429681
2025-07-07 14:23:49,2,60,1751923429681
2025-07-07 14:23:49,3,8,1751923429681
2025-07-07 14:23:49,4,41,1751923429681
2025-07-07 14:23:50,1,84,1751923430755
2025-07-07 14:23:50,2,15,1751923430755
2025-07-07 14:23:50,3,51,1751923430755
2025-07-07 14:23:50,4,10,1751923430755
2025-07-07 14:23:51,1,62,1751923431843
2025-07-07 14:23:51,2,48,1751923431843
2025-07-07 14:23:51,3,67,1751923431843
2025-07-07 14:23:51,4,3,1751923431843
2025-07-07 14:23:52,1,88,1751923432938
2025-07-07 14:23:52,2,44,1751923432938
2025-07-07 14:23:53,3,28,1751923432938
2025-07-07 14:23:53,4,70,1751923432938
2025-07-07 14:23:54,1,63,1751923434043
2025-07-07 14:23:54,2,47,1751923434043
2025-07-07 14:23:54,3,88,1751923434043
2025-07-07 14:23:54,4,31,1751923434043
2025-07-07 14:23:55,1,79,1751923435132
2025-07-07 14:23:55,2,40,1751923435132
2025-07-07 14:23:55,3,14,1751923435132
2025-07-07 14:23:55,4,62,1751923435132
2025-07-07 14:23:56,1,79,1751923436200
2025-07-07 14:23:56,2,87,1751923436200
